file,message,notes
submissions/v201_copd_no_j20.csv,v201: COPD remove J20 acute bronchitis,public COPD family ablation
submissions/v202_copd_no_j31.csv,v202: COPD remove J31 chronic rhinitis,public COPD family ablation
submissions/v203_copd_no_j45.csv,v203: COPD remove J45 asthma,public COPD family ablation
submissions/v204_copd_no_j81_j82.csv,v204: COPD remove J81/J82 edema eosinophilia,public COPD family ablation
submissions/v205_copd_no_j93_j95.csv,v205: COPD remove J93/J95 pneumothorax postop,public COPD family ablation
submissions/v206_copd_no_j96.csv,v206: COPD remove J96 respiratory failure,public COPD family ablation
submissions/v207_copd_no_j98.csv,v207: COPD remove J98 other respiratory disorders,public COPD family ablation
submissions/v208_copd_core_j41_j42_j43_j44.csv,v208: COPD core J41/J42/J43/J44 only,public COPD precision probe
submissions/v209_copd_no_acute_bronch_asthma.csv,v209: COPD remove J20 and J45 together,public COPD combined ablation
submissions/v210_copd_add_p25_only.csv,v210: COPD add P25 perinatal emphysema only,public COPD isolated addition
submissions/v211_copd_add_t79_t81_only.csv,v211: COPD add T79/T81 emphysema only,public COPD isolated addition
submissions/v212_med_no_j98.csv,v212: mediastinum remove J98,public mediastinum family ablation
submissions/v213_med_no_q34.csv,v213: mediastinum remove Q34,public mediastinum family ablation
submissions/v214_med_no_d15.csv,v214: mediastinum remove D15,public mediastinum family ablation
submissions/v215_med_no_c38.csv,v215: mediastinum remove C38,public mediastinum family ablation
submissions/v216_med_only_mediastin_title.csv,v216: mediastinum keep titles containing mediastin,public mediastinum precision probe
submissions/v217_med_keep_neoplasm_only.csv,v217: mediastinum neoplasm-only set,public mediastinum precision probe
submissions/v218_med_add_c852_only.csv,v218: mediastinum add C852 lymphoma only,public mediastinum isolated addition
submissions/v219_med_add_n80b5_only.csv,v219: mediastinum add N80B5 only,public mediastinum isolated addition
submissions/v220_med_add_p252_only.csv,v220: mediastinum add P252 only,public mediastinum isolated addition
