file,message,notes
submissions/v721_v296_icp_no_g96_g94_assocdiff.csv,v721: v296 ICP prune G96/G94 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v722_v296_gout_no_e79_assocdiff.csv,v722: v296 Gout prune E79 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v723_v296_pleurisy_no_r09_j95_assocdiff.csv,v723: v296 Pleurisy prune R09/J95 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v724_v296_bronchitis_no_j43_j68_assocdiff.csv,v724: v296 Bronchitis prune J43/J68 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v725_v296_thyroiditis_no_e03_assocdiff.csv,v725: v296 Thyroiditis prune E03 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v726_v296_npc_no_d00_c44_d10_assocdiff.csv,v726: v296 NPC prune D00/C44/D10 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v727_v296_ckd_no_q60_q61_q62_assocdiff.csv,v727: v296 CKD prune congenital Q plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v728_v296_ckd_no_i50_assocdiff.csv,v728: v296 CKD prune I50 plus ASSOC+DIFF,small CKD KEEP prune plus CKD ASSOC+DIFF
submissions/v729_v296_hypothyroid_no_e04_assocdiff.csv,v729: v296 Hypothyroidism prune E04 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v730_v296_hematemesis_no_r36_k66_assocdiff.csv,v730: v296 Hematemesis prune R36/K66 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v731_v296_hf_no_i97_assocdiff.csv,v731: v296 Heart Failure prune I97 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v732_v296_uti_no_obstetric_assocdiff.csv,v732: v296 UTI prune obstetric plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v733_v296_uti_no_n35_assocdiff.csv,v733: v296 UTI prune N35 plus ASSOC+DIFF,small UTI KEEP prune plus UTI ASSOC+DIFF
submissions/v734_v296_diabetes_no_o24_assocdiff.csv,v734: v296 Diabetes prune O24 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v735_v296_diabetes_no_z_p70_assocdiff.csv,v735: v296 Diabetes prune Z/P70 plus ASSOC+DIFF,small Diabetes KEEP prune plus Diabetes ASSOC+DIFF
submissions/v736_v296_ild_no_j70_assocdiff.csv,v736: v296 ILD prune J70 plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v737_v296_hypopara_no_e23_e87_p71_e21_assocdiff.csv,v737: v296 Hypopara prune related plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v738_v296_hyperthyroid_no_e04_e01_e03_p72_assocdiff.csv,v738: v296 Hyperthyroid prune non-hyper plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v739_v296_pneumonia_no_a37_p23_j84_j85_assocdiff.csv,v739: v296 Pneumonia prune noisy plus ASSOC+DIFF,same-condition KEEP precision plus broad ASSOC+DIFF
submissions/v740_v296_derm_no_b37_assocdiff.csv,v740: v296 Dermatomycosis prune B37 plus ASSOC+DIFF,new Dermatomycosis KEEP precision plus broad ASSOC+DIFF
