file,message,notes
submissions/v541_v296_epistaxis_assoc_d68.csv,v541: v296 Epistaxis ASSOC D68 only,split near-neutral v521 Epistaxis ASSOC: coagulation defects only
submissions/v542_v296_epistaxis_assoc_d69.csv,v542: v296 Epistaxis ASSOC D69 only,split near-neutral v521 Epistaxis ASSOC: purpura/platelet defects only
submissions/v543_v296_epistaxis_assoc_i10.csv,v543: v296 Epistaxis ASSOC I10 only,split near-neutral v521 Epistaxis ASSOC: hypertension singleton only
submissions/v544_v296_epistaxis_assoc_d68_d69.csv,v544: v296 Epistaxis ASSOC D68+D69,v521 minus hypertension; tests whether I10 caused the small public drop
submissions/v545_v296_epistaxis_diff_r58.csv,v545: v296 Epistaxis DIFF R58 only,small DIFF probe: nonspecific hemorrhage only
submissions/v546_v296_epistaxis_diff_k920.csv,v546: v296 Epistaxis DIFF K920 only,small DIFF probe: hematemesis as differential only
submissions/v547_v296_med_add_c37.csv,v547: v296 Mediastinum add C37,split thymus/nodes addition: malignant thymus only
submissions/v548_v296_med_add_d384.csv,v548: v296 Mediastinum add D384,split thymus/nodes addition: uncertain thymus neoplasm only
submissions/v549_v296_med_add_c771.csv,v549: v296 Mediastinum add C771,split thymus/nodes addition: intrathoracic lymph nodes only
submissions/v550_v296_med_add_a154.csv,v550: v296 Mediastinum add A154,split thymus/nodes addition: intrathoracic lymph node tuberculosis only
submissions/v551_v296_copd_addback_j81.csv,v551: v296 COPD add back J81,single-family addback from v296 COPD prune: pulmonary edema
submissions/v552_v296_copd_addback_j82.csv,v552: v296 COPD add back J82,single-family addback from v296 COPD prune: pulmonary eosinophilia
submissions/v553_v296_copd_addback_j93.csv,v553: v296 COPD add back J93,single-family addback from v296 COPD prune: pneumothorax/air leak
submissions/v554_v296_copd_addback_j95.csv,v554: v296 COPD add back J95,single-family addback from v296 COPD prune: postprocedural respiratory disorders
submissions/v555_v296_copd_addback_j81_j93.csv,v555: v296 COPD add back J81+J93,paired addback of the two shorter removed COPD families
submissions/v556_v296_copd_addback_j82_j95.csv,v556: v296 COPD add back J82+J95,paired addback of eosinophilia plus postprocedural respiratory disorders
submissions/v565_v296_diff_thyroiditis.csv,v565: v296 isolate Thyroiditis DIFF only,short DIFF fallback promoted into primary plan; volume=6
submissions/v566_v296_diff_ckd.csv,v566: v296 isolate CKD DIFF only,short DIFF fallback promoted into primary plan; volume=6
submissions/v568_v296_diff_hematemesis.csv,v568: v296 isolate Hematemesis DIFF only,short DIFF fallback promoted into primary plan; volume=2
submissions/v571_v296_diff_hypoparathyroidism.csv,v571: v296 isolate Hypoparathyroidism DIFF only,short DIFF fallback promoted into primary plan; volume=10
